id	P_syn	pi_syn	syn_length	P_nonsyn	pi_nonsyn	nonsyn_length	P_nonsense	pi_nonsense	nonsense_length	pin_pis	pinonsense_pis	div_syn_count	div_nonsyn_count	div_nonsense_count	div_syn	div_nonsyn	div_nonsense	KnKs	KnonsenseKs	geneID
AT1G55580.1	0	0.000547856919851364	308	1	0.000676334574424291	1030	0	0	1030	1.23450950406501	0	49	11	0	0.159090909090909	0.0106796116504854	0	0.067128987517337	0	AT1G55580
AT1G56540.1	13	0.00827971376086393	713.333333333333	31	0.00492465149794302	2577.66666666667	0	3.60022988385491e-05	2577.66666666667	0.594785235356877	0.00434825404336109	112	105	4	0.1875	0.0474326155699443	0.00180695678361693	0.25297394970637	0.00963710284595693	AT1G56540
AT1G67260.1	0	0	214.666666666667	2	0.000288833615477658	865.333333333333	0	0	865.333333333333	Inf	NA	41	54	1	0.207419898819562	0.0678960603520536	0.00125733445096396	0.327336290965592	0.00606178316602948	AT1G67260
AT1G69430.1	15	0.0268466810811293	250	0	5.53194765497136e-05	803	0	0	803	0.00206057040654452	0	35	7	0	0.141318977119785	0.00879028882377564	0	0.0622017580577647	0	AT1G69430
AT1G69860.1	11	0.0133258604630992	371	11	0.00369888117738806	1297	0	0	1297	0.277571657577435	0	44	34	0	0.1190261496844	0.0263090018055197	0	0.221035477290314	0	AT1G69860
AT1G71890.1	8	0.00951114659857207	368	2	0.000920397726638617	1171	0	7.74576103142613e-05	1171	0.0967704279499591	0.00814387724040446	42	33	0	0.114233907524932	0.0282453637660485	0	0.247259017729774	0	AT1G71890
AT1G74000.1	1	0.00145789804346041	242	0	0.000286307362564171	748	0	0	748	0.196383666092728	0	39	22	0	0.161825726141079	0.0296096904441454	0	0.18297270248818	0	AT1G74000
AT1G75310.2	3	0.00189507337640601	915.666666666667	5	0.000570333687956495	3440.33333333333	0	0	3440.33333333333	0.30095599202503	0	58	106	0	0.0891393442622951	0.042208654101407	0	0.473513177045669	0	AT1G75310
AT1G80290.2	2	0.00526029962159085	220.666666666667	4	0.00262818157641161	793.333333333333	0	0	793.333333333333	0.499625832267095	0	35	20	4	0.160796324655436	0.0255645504899872	0.00511291009799744	0.158987156856778	0.0317974313713555	AT1G80290
AT1G80870.1	3	0.00285152047704663	431.333333333333	4	0.00095482049088318	1647.66666666667	0	0	1647.66666666667	0.334846093012141	0	55	42	0	0.118961788031723	0.0261410788381743	0	0.219743493021501	0	AT1G80870
AT2G04031.1	2	0.00542277059837833	96	5	0.00313827208909395	360	1	0.00105762887446667	360	0.578721159628703	0.19503478070471	20	33	0	0.212014134275618	0.0914972273567468	0	0.431561922365989	0	AT2G04031
AT2G06050.1	7	0.010274802795759	276.666666666667	4	0.00176375102299036	899.333333333333	0	0	899.333333333333	0.171657895343583	0	54	21	0	0.195180722891566	0.0233506300963677	0	0.119635944320896	0	AT2G06050
AT2G16130.1	1	0.00165950808388098	374.333333333333	0	0.000424449227242364	1161.66666666667	0	3.7408964982198e-05	1161.66666666667	0.255768098610122	0.0225422011170396	57	19	0	0.152270703472841	0.0163558106169297	0	0.107412721186035	0	AT2G16130
AT2G22320.1	2	0.01200991297458	66.6666666666667	0	0.000172593621607054	269.333333333333	0	0	269.333333333333	0.0143709302450703	0	6	10	3	0.0947368421052632	0.0392670157068063	0.0117801047120419	0.414485165794066	0.12434554973822	AT2G22320
AT2G25250.1	0	0	114	1	0.00123010133091955	354	0	0	354	Inf	NA	25	21	0	0.311203319502075	0.0824607329842932	0	0.264973821989529	0	AT2G25250
AT2G27700.2	2	0.000550369063070513	312	1	3.84229579416445e-05	1131	0	0	1131	0.0698130772963192	0	50	43	5	0.172018348623853	0.0409783989834816	0.00476493011435832	0.238221092757306	0.027700127064803	AT2G27700
AT2G35250.1	2	0.0005871668925	218.666666666667	5	0.00235500393468696	810.333333333333	0	0	810.333333333333	4.01079142023826	0	47	42	1	0.214939024390244	0.0518305224187577	0.00123406005758947	0.241140586572376	0.00574144253743753	AT2G35250
AT2G37260.1	0	0.000308482914370972	288	0	8.96721309402595e-05	1002	0	0	1002	0.290687512218011	0	45	25	0	0.15807962529274	0.0253979004402303	0	0.160665236858938	0	AT2G37260
AT2G37390.1	1	0.00315419367668213	178	2	0.00204151934357983	602	0	0	602	0.647239691928901	0	29	24	0	0.162921348314607	0.0398671096345515	0	0.24470156948104	0	AT2G37390
AT2G38390.1	7	0.0137890299838039	251.333333333333	2	0.0010335789070217	798.666666666667	0	0	798.666666666667	0.0749566074071712	0	43	30	0	0.171087533156499	0.0375626043405676	0	0.219551966455721	0	AT2G38390
AT2G46225.2	1	0.00268902790003306	223.666666666667	0	0	766.333333333333	0	0	766.333333333333	0	0	7	5	0	0.0630630630630631	0.0121654501216545	0	0.192909280500521	0	AT2G46225
AT2G47560.1	2	0.00574062799510842	160.666666666667	5	0.00277851300558764	523.333333333333	0	0	523.333333333333	0.484008545398728	0	25	18	0	0.156576200417537	0.0345268542199488	0	0.220511508951407	0	AT2G47560
AT3G02740.1	0	0	341	0	7.70664092890764e-05	1126	0	0	1126	Inf	NA	34	27	0	0.0997067448680352	0.0239786856127886	0	0.240492111587086	0	AT3G02740
AT3G02780.1	1	0.00232768211066078	188.666666666667	0	0	666.333333333333	0	0	666.333333333333	0	0	23	8	0	0.123214285714286	0.0120785103170609	0	0.0980284895297696	0	AT3G02780
AT3G05545.1	2	0.00189906967624038	295.666666666667	2	0.000582827307117068	982.333333333333	0	0	982.333333333333	0.306901486769511	0	33	11	0	0.111612175873732	0.0111978282999661	0	0.100328017192625	0	AT3G05545
AT3G05660.1	8	0.0039703756390967	596.333333333333	9	0.00118536729100804	2031.66666666667	0	0	2031.66666666667	0.298552932708836	0	65	82	1	0.108877721943049	0.0404538727183029	0.000493339911198816	0.371553261735798	0.00453113733824143	AT3G05660
AT3G06130.1	1	0.00235126476986383	298	1	0.000367676034634484	1124	0	0	1124	0.156373726747829	0	33	20	0	0.119277108433735	0.0188976377952756	0	0.158434741111906	0	AT3G06130
AT3G08780.1	0	0	218.333333333333	0	0	723.666666666667	0	0	723.666666666667	NA	NA	29	18	0	0.133435582822086	0.0249422632794457	0	0.186923628255156	0	AT3G08780
AT3G09190.1	0	0	227.333333333333	1	0.000199805293615954	810.666666666667	0	0	810.666666666667	Inf	NA	22	26	2	0.108731466227348	0.036027713625866	0.00277136258660508	0.331345790468192	0.0254881377283225	AT3G09190
AT3G17140.1	0	0	76	0	0	263	0	0	263	NA	NA	9	9	0	0.118421052631579	0.0342205323193916	0	0.288973384030418	0	AT3G17140
AT3G17420.1	2	0.00107596510178728	313	1	0.000240803539622365	1091	0	0	1091	0.223802369818841	0	36	13	0	0.115015974440895	0.0119156736938588	0	0.103600162949384	0	AT3G17420
AT3G20920.1	2	0.00237648059095187	242.666666666667	1	5.56394261106781e-05	855.333333333333	0	0	855.333333333333	0.0234125312542075	0	30	8	0	0.124137931034483	0.009375	0	0.0755208333333333	0	AT3G20920
AT3G24110.1	0	0.000317202537622774	137	0	8.08361842219217e-05	562	0	0	562	0.2548409127737	0	19	12	2	0.186274509803922	0.0296296296296296	0.00493827160493827	0.15906432748538	0.0265107212475634	AT3G24110
AT3G26470.1	2	0.00703641025169236	146.666666666667	0	0	519.333333333333	0	0	519.333333333333	0	0	18	7	0	0.123287671232877	0.0136186770428016	0	0.110462602680502	0	AT3G26470
AT3G27970.1	5	0.00772579406330176	227	0	5.244573750817e-05	847	0	0	847	0.00678839444572981	0	47	8	0	0.20704845814978	0.00944510035419126	0	0.0456178251149238	0	AT3G27970
AT3G48480.1	2	0.00503351505420125	176	2	0.00102859504519001	721	0	0	721	0.204349253774754	0	0	6	0	0	0.031523642732049	0	Inf	NA	AT3G48480
AT3G52460.1	6	0.0119975171376551	210.666666666667	3	0.00199870792698604	692.333333333333	0	0	692.333333333333	0.166593462968513	0	22	17	0	0.105939004815409	0.0249877511024008	0	0.235869226315086	0	AT3G52460
AT3G54830.1	7	0.00764068703199292	376.666666666667	2	0.000310244724862494	1264.33333333333	0	0	1264.33333333333	0.0406042969124954	0	31	13	0	0.106529209621993	0.0136698212407992	0	0.128319934873308	0	AT3G54830
AT3G55380.2	0	0	130	0	0	476	0	0	476	NA	NA	6	2	1	0.0782608695652174	0.00737100737100737	0.00368550368550369	0.0941850941850942	0.0470925470925471	AT3G55380
AT3G55660.1	0	0	388.333333333333	1	0.000395899360854318	1351.66666666667	0	0	1351.66666666667	Inf	NA	47	14	0	0.121761658031088	0.0104089219330855	0	0.085486039705766	0	AT3G55660
AT3G56520.1	1	0.00456104818337736	106	1	0.00115616389912796	422	0	0	422	0.253486447115726	0	19	17	0	0.197231833910035	0.0439655172413793	0	0.222912885662432	0	AT3G56520
AT3G63400.4	0	0.000555436003005247	385	0	9.74094354568524e-05	1328	0	0	1328	0.175374723514155	0	25	31	0	0.105485232067511	0.0363849765258216	0	0.344929577464789	0	AT3G63400
AT4G02725.1	4	0.0155355703423378	111	3	0.00186524543200517	387	0	0	387	0.120062887354831	0	17	15	0	0.146974063400576	0.0393356643356643	0	0.267636774989716	0	AT4G02725
AT4G03340.1	4	0.00416708225586998	292.666666666667	6	0.00129988652057634	1054.33333333333	0	0	1054.33333333333	0.311941651438545	0	27	28	0	0.092255125284738	0.0265570660765096	0	0.287865481668833	0	AT4G03340
AT4G10925.4	0	0	149.333333333333	0	0	546.666666666667	0	0	546.666666666667	NA	NA	24	14	0	0.160714285714286	0.025609756097561	0	0.159349593495935	0	AT4G10925
AT4G13550.2	2	0.000535328416224252	556.666666666667	1	0.000249823398309461	2008.33333333333	0	0	2008.33333333333	0.46667315004778	0	38	37	0	0.150395778364116	0.0407339449541284	0	0.270845002414293	0	AT4G13550
AT4G15562.1	0	0	63.6666666666667	0	0.000163917231760919	290.333333333333	0	0	290.333333333333	Inf	NA	6	12	0	0.174757281553398	0.0724346076458753	0	0.414486921529175	0	AT4G15562
AT4G23670.1	4	0.0172177403657657	84.6666666666667	1	0.000815620361531418	371.333333333333	0	0	371.333333333333	0.0473709292976172	0	10	17	0	0.118110236220472	0.0457809694793537	0	0.387612208258528	0	AT4G23670
AT4G26240.1	1	0.00357716137686614	127	0	9.66594373036596e-05	470	0	0	470	0.0270212682963553	0	22	8	1	0.173228346456693	0.0170212765957447	0.00212765957446809	0.0982591876208898	0.0122823984526112	AT4G26240
AT4G27260.1	0	0.000499039766328654	403.666666666667	0	0.000140347690901997	1435.33333333333	0	0	1435.33333333333	0.281235485369252	0	60	18	0	0.148637489677952	0.0125406409660938	0	0.0843706456107757	0	AT4G27260
AT4G27370.2	12	0.00784523399311781	718.666666666667	8	0.0014491178875046	2692.33333333333	0	0	2692.33333333333	0.184713150528822	0	54	54	2	0.102015113350126	0.025584333543904	0.000947567909033481	0.250789639924195	0.00928850518237758	AT4G27370
AT4G28600.3	13	0.0113704079968457	512.666666666667	2	0.000526989724694794	1722.33333333333	0	0	1722.33333333333	0.0463474771389897	0	79	31	1	0.155003270111184	0.0181251218086143	0.000584681348664978	0.116933802723086	0.0037720581523576	AT4G28600
AT4G29810.2	0	0	252.333333333333	0	0	866.666666666667	0	0	866.666666666667	NA	NA	26	7	0	0.103038309114927	0.00807692307692308	0	0.078387573964497	0	AT4G29810
AT4G34640.1	2	0.00378978172254753	263	0	0.00018623177809466	970	0	0	970	0.0491405024692222	0	33	15	0	0.125634517766497	0.0155065472088215	0	0.12342585051062	0	AT4G34640
AT4G35440.2	1	0.0012966960631223	556	2	7.68796053022432e-05	1694	0	0	1694	0.0592888399129751	0	49	27	0	0.0942307692307692	0.017219387755102	0	0.182736359850062	0	AT4G35440
AT5G08760.1	2	0.00845928606083906	63.6666666666667	2	0.0031921776887294	179.333333333333	0	0	179.333333333333	0.377357813150106	0	4	8	0	0.0666666666666667	0.0449438202247191	0	0.674157303370786	0	AT5G08760
AT5G15730.3	0	0.000614384686932592	290.666666666667	0	8.70726030762888e-05	1020.33333333333	0	0	1020.33333333333	0.141723263825164	0	20	17	0	0.0688073394495413	0.0166612218229337	0	0.242143090493303	0	AT5G15730
AT5G18730.1	1	0.000941200767804695	333.666666666667	3	0.00117787940308045	1253.33333333333	1	0.000492832965177303	1253.33333333333	1.25146455822364	0.523621507796697	57	87	6	0.217005076142132	0.0892918234690387	0.00615805679096818	0.41147343212633	0.0283774780776779	AT5G18730
AT5G20560.1	2	0.00272423317997688	230.666666666667	0	0.000214342021118987	783.333333333333	0	5.67083485141532e-05	783.333333333333	0.0786797630593452	0.0208162608586371	10	4	1	0.112359550561798	0.0121951219512195	0.00304878048780488	0.108536585365854	0.0271341463414634	AT5G20560
AT5G26220.1	0	0	144	1	0.000261644567885601	507	0	0	507	Inf	NA	33	10	0	0.229166666666667	0.019723865877712	0	0.0860677783754707	0	AT5G26220
AT5G42110.1	1	0.0079322165585	48	0	0	141	0	0	141	0	0	4	4	0	0.0839160839160839	0.0289156626506024	0	0.344578313253012	0	AT5G42110
AT5G50000.1	0	0	258.333333333333	0	0	899.666666666667	0	0	899.666666666667	NA	NA	26	1	0	0.100905562742561	0.00111441307578009	0	0.0110441193279232	0	AT5G50000
AT5G51680.1	4	0.00815907870675544	241	2	0.00170939786608174	791	0	5.61587100751201e-05	791	0.209508686889663	0.00688297197435081	30	17	0	0.12448132780083	0.0214917825537295	0	0.172650653181627	0	AT5G51680
AT5G57625.1	1	0.00218166549105557	149	0	9.14878897985684e-05	475	0	0	475	0.0419348842311766	0	21	10	0	0.127789046653144	0.0218023255813953	0	0.170611849390919	0	AT5G57625
AT5G61930.1	1	0.000328703355871212	264	3	0.00146100051198586	945	0	0	945	4.44473865535553	0	39	23	3	0.145522388059701	0.0247046186895811	0.00322234156820623	0.169765072020711	0.022143270263571	AT5G61930
AT5G62750.1	0	0.00203849333097626	62.3333333333333	0	0.000142073154593028	312.666666666667	0	0	312.666666666667	0.0696951775284873	0	5	2	0	0.0802139037433155	0.00639658848614072	0	0.0797441364605544	0	AT5G62750
AT5G63820.1	0	0	135	0	0.00042561808880663	543	0	0	543	Inf	NA	19	31	1	0.169642857142857	0.0682819383259912	0.00220264317180617	0.40250405750058	0.0129840018548574	AT5G63820
AT5G65470.1	4	0.00448897571971496	335.666666666667	0	3.76666531962295e-05	1179.33333333333	0	0	1179.33333333333	0.00839092379822925	0	71	12	0	0.211519364448858	0.0101752402487281	0	0.0481054785468037	0	AT5G65470
AT5G66420.2	0	0	532.666666666667	3	0.000283190029241736	1732.33333333333	0	0	1732.33333333333	Inf	NA	71	34	0	0.133291614518148	0.01962670771599	0	0.147246379953765	0	AT5G66420
AT5G66440.1	2	0.00228708862910976	164	2	0.000792351691573109	595	0	0	595	0.346445555929999	0	21	25	0	0.128309572301426	0.0422059651097355	0	0.328938553474288	0	AT5G66440
AT5G67570.1	1	0.00105988945429452	501.333333333333	4	0.000880597593365423	1895.66666666667	0	6.56468272668648e-05	1895.66666666667	0.830839093452026	0.0619374284750859	37	28	0	0.0976253298153034	0.0195394277739009	0	0.20014711152185	0	AT5G67570
